Orthogroup	C_albicans	C_auris	C_glabrata	C_nivariensis	C_parapsilosis	K_lactis	L_kluyveri	N_bacillisporus	S_cerevisiae	Y_lipolytica
OG0010376										XP_500159.3 uncharacterized protein YALI1_A17450g [Yarrowia lipolytica]
OG0010377										XP_500164.3 uncharacterized protein YALI1_A17546g [Yarrowia lipolytica]
OG0010378										XP_500166.3 uncharacterized protein YALI1_A17583g [Yarrowia lipolytica]
OG0010379										XP_500170.3 uncharacterized protein YALI1_A17671g [Yarrowia lipolytica]
OG0010380										XP_500173.3 uncharacterized protein YALI1_A17824g [Yarrowia lipolytica]
OG0010381										XP_500180.2 uncharacterized protein YALI1_A18076g [Yarrowia lipolytica]
OG0010382										XP_500186.2 uncharacterized protein YALI1_A18315g [Yarrowia lipolytica]
OG0010383										XP_500195.3 uncharacterized protein YALI1_A18752g [Yarrowia lipolytica]
OG0010384										XP_500200.3 uncharacterized protein YALI1_A18915g [Yarrowia lipolytica]
OG0010385										XP_500204.3 uncharacterized protein YALI1_A19214g [Yarrowia lipolytica]
OG0010386										XP_500206.2 uncharacterized protein YALI1_A19398g [Yarrowia lipolytica]
OG0010387										XP_500207.3 uncharacterized protein YALI1_A19419g [Yarrowia lipolytica]
OG0010388										XP_500211.1 uncharacterized protein YALI1_A19515g [Yarrowia lipolytica]
OG0010389										XP_500214.3 uncharacterized protein YALI1_A19563g [Yarrowia lipolytica]
OG0010390										XP_500224.1 uncharacterized protein YALI1_A19898g [Yarrowia lipolytica]
OG0010391										XP_500231.3 uncharacterized protein YALI1_A20113g [Yarrowia lipolytica]
OG0010392										XP_500233.3 uncharacterized protein YALI1_A20131g [Yarrowia lipolytica]
OG0010393										XP_500237.3 uncharacterized protein YALI1_A20221g [Yarrowia lipolytica]
OG0010394										XP_500240.2 uncharacterized protein YALI1_A20283g [Yarrowia lipolytica]
OG0010395										XP_500242.2 uncharacterized protein YALI1_A20398g [Yarrowia lipolytica]
OG0010396										XP_500253.1 uncharacterized protein YALI1_A20739g [Yarrowia lipolytica]
OG0010397										XP_500255.3 uncharacterized protein YALI1_A20822g [Yarrowia lipolytica]
OG0010398										XP_500260.3 uncharacterized protein YALI1_A20937g [Yarrowia lipolytica]
OG0010399										XP_500286.3 uncharacterized protein YALI1_A21477g [Yarrowia lipolytica]
OG0010400										XP_500292.2 uncharacterized protein YALI1_A21594g [Yarrowia lipolytica]
OG0010401										XP_500304.3 uncharacterized protein YALI1_A21871g [Yarrowia lipolytica]
OG0010402										XP_500318.2 uncharacterized protein YALI1_A22105g [Yarrowia lipolytica]
OG0010403										XP_500321.2 uncharacterized protein YALI1_A22137g [Yarrowia lipolytica]
OG0010404										XP_500333.1 uncharacterized protein YALI1_A22496g [Yarrowia lipolytica]
OG0010405										XP_500336.3 uncharacterized protein YALI1_B00133g [Yarrowia lipolytica]
OG0010406										XP_500351.2 uncharacterized protein YALI1_B00675g [Yarrowia lipolytica]
OG0010407										XP_500365.2 uncharacterized protein YALI1_B01578g [Yarrowia lipolytica]
OG0010408										XP_500369.1 uncharacterized protein YALI1_B01711g [Yarrowia lipolytica]
OG0010409										XP_500376.3 uncharacterized protein YALI1_B02011g [Yarrowia lipolytica]
OG0010410										XP_500378.1 uncharacterized protein YALI1_B02149g [Yarrowia lipolytica]
OG0010411										XP_500390.3 uncharacterized protein YALI1_B02496g [Yarrowia lipolytica]
OG0010412										XP_500391.3 uncharacterized protein YALI1_B02506g [Yarrowia lipolytica]
OG0010413										XP_500407.3 uncharacterized protein YALI1_B02991g [Yarrowia lipolytica]
OG0010414										XP_500414.1 uncharacterized protein YALI1_B03168g [Yarrowia lipolytica]
OG0010415										XP_500416.3 uncharacterized protein YALI1_B03225g [Yarrowia lipolytica]
OG0010416										XP_500426.3 uncharacterized protein YALI1_B03832g [Yarrowia lipolytica]
OG0010417										XP_500432.3 uncharacterized protein YALI1_B04032g [Yarrowia lipolytica]
OG0010418										XP_500447.2 uncharacterized protein YALI1_B04497g [Yarrowia lipolytica]
OG0010419										XP_500449.1 uncharacterized protein YALI1_B04523g [Yarrowia lipolytica]
OG0010420										XP_500450.1 uncharacterized protein YALI1_B04559g [Yarrowia lipolytica]
OG0010421										XP_500455.3 uncharacterized protein YALI1_B04781g [Yarrowia lipolytica]
OG0010422										XP_500460.1 uncharacterized protein YALI1_B04901g [Yarrowia lipolytica]
OG0010423										XP_500464.2 uncharacterized protein YALI1_B05005g [Yarrowia lipolytica]
OG0010424										XP_500511.1 uncharacterized protein YALI1_B06809g [Yarrowia lipolytica]
OG0010425										XP_500528.3 uncharacterized protein YALI1_B07399g [Yarrowia lipolytica]
OG0010426										XP_500529.1 uncharacterized protein YALI1_B07413g [Yarrowia lipolytica]
OG0010427										XP_500530.2 uncharacterized protein YALI1_B07444g [Yarrowia lipolytica]
OG0010428										XP_500534.2 uncharacterized protein YALI1_B07578g [Yarrowia lipolytica]
OG0010429										XP_500548.1 uncharacterized protein YALI1_B07915g [Yarrowia lipolytica]
OG0010430										XP_500564.3 uncharacterized protein YALI1_B08401g [Yarrowia lipolytica]
OG0010431										XP_500575.3 uncharacterized protein YALI1_B08699g [Yarrowia lipolytica]
OG0010432										XP_500576.1 uncharacterized protein YALI1_B08721g [Yarrowia lipolytica]
OG0010433										XP_500582.3 uncharacterized protein YALI1_B08851g [Yarrowia lipolytica]
OG0010434										XP_500616.3 uncharacterized protein YALI1_B10182g [Yarrowia lipolytica]
OG0010435										XP_500634.4 uncharacterized protein YALI1_B11131g [Yarrowia lipolytica]
OG0010436										XP_500639.3 uncharacterized protein YALI1_B11398g [Yarrowia lipolytica]
OG0010437										XP_500649.1 uncharacterized protein YALI1_B11681g [Yarrowia lipolytica]
OG0010438										XP_500650.1 uncharacterized protein YALI1_B11715g [Yarrowia lipolytica]
OG0010439										XP_500665.3 uncharacterized protein YALI1_B12101g [Yarrowia lipolytica]
OG0010440										XP_500666.1 uncharacterized protein YALI1_B12154g [Yarrowia lipolytica]
OG0010441										XP_500670.3 uncharacterized protein YALI1_B12267g [Yarrowia lipolytica]
OG0010442										XP_500672.1 uncharacterized protein YALI1_B12337g [Yarrowia lipolytica]
OG0010443										XP_500679.2 uncharacterized protein YALI1_B12633g [Yarrowia lipolytica]
OG0010444										XP_500692.2 uncharacterized protein YALI1_B13122g [Yarrowia lipolytica]
OG0010445										XP_500697.1 uncharacterized protein YALI1_B13290g [Yarrowia lipolytica]
OG0010446										XP_500698.3 uncharacterized protein YALI1_B13328g [Yarrowia lipolytica]
OG0010447										XP_500701.1 uncharacterized protein YALI1_B13536g [Yarrowia lipolytica]
OG0010448										XP_500704.3 uncharacterized protein YALI1_B13614g [Yarrowia lipolytica]
OG0010449										XP_500705.3 uncharacterized protein YALI1_B13641g [Yarrowia lipolytica]
OG0010450										XP_500718.3 uncharacterized protein YALI1_B14013g [Yarrowia lipolytica]
OG0010451										XP_500737.3 uncharacterized protein YALI1_B14573g [Yarrowia lipolytica]
OG0010452										XP_500745.3 uncharacterized protein YALI1_B14752g [Yarrowia lipolytica]
OG0010453										XP_500746.3 uncharacterized protein YALI1_B14793g [Yarrowia lipolytica]
OG0010454										XP_500747.2 uncharacterized protein YALI1_B14804g [Yarrowia lipolytica]
OG0010455										XP_500749.3 uncharacterized protein YALI1_B14882g [Yarrowia lipolytica]
OG0010456										XP_500752.2 uncharacterized protein YALI1_B14948g [Yarrowia lipolytica]
OG0010457										XP_500768.4 uncharacterized protein YALI1_B15475g [Yarrowia lipolytica]
OG0010458										XP_500772.1 uncharacterized protein YALI1_B15560g [Yarrowia lipolytica]
OG0010459										XP_500774.1 uncharacterized protein YALI1_B15592g [Yarrowia lipolytica]
OG0010460										XP_500781.1 uncharacterized protein YALI1_B15792g [Yarrowia lipolytica]
OG0010461										XP_500784.1 uncharacterized protein YALI1_B15905g [Yarrowia lipolytica]
OG0010462										XP_500800.1 uncharacterized protein YALI1_B16375g [Yarrowia lipolytica]
OG0010463										XP_500808.3 uncharacterized protein YALI1_B16645g [Yarrowia lipolytica]
OG0010464										XP_500812.3 uncharacterized protein YALI1_B16863g [Yarrowia lipolytica]
OG0010465										XP_500813.3 uncharacterized protein YALI1_B16922g [Yarrowia lipolytica]
OG0010466										XP_500833.3 uncharacterized protein YALI1_B17660g [Yarrowia lipolytica]
OG0010467										XP_500836.1 uncharacterized protein YALI1_B17773g [Yarrowia lipolytica]
OG0010468										XP_500861.2 uncharacterized protein YALI1_B18472g [Yarrowia lipolytica]
OG0010469										XP_500864.1 uncharacterized protein YALI1_B18572g [Yarrowia lipolytica]
OG0010470										XP_500892.1 uncharacterized protein YALI1_B19217g [Yarrowia lipolytica]
OG0010471										XP_500900.1 uncharacterized protein YALI1_B19429g [Yarrowia lipolytica]
OG0010472										XP_500901.3 uncharacterized protein YALI1_B19485g [Yarrowia lipolytica]
OG0010473										XP_500927.1 uncharacterized protein YALI1_B20205g [Yarrowia lipolytica]
OG0010474										XP_500930.3 uncharacterized protein YALI1_B20276g [Yarrowia lipolytica]
OG0010475										XP_500936.3 uncharacterized protein YALI1_B20407g [Yarrowia lipolytica]
OG0010476										XP_500939.1 uncharacterized protein YALI1_B20493g [Yarrowia lipolytica]
OG0010477										XP_500954.3 uncharacterized protein YALI1_B20968g [Yarrowia lipolytica]
OG0010478										XP_500955.1 uncharacterized protein YALI1_B20992g [Yarrowia lipolytica]
OG0010479										XP_500968.3 uncharacterized protein YALI1_B21275g [Yarrowia lipolytica]
OG0010480										XP_500974.3 uncharacterized protein YALI1_B21432g [Yarrowia lipolytica]
OG0010481										XP_500982.3 uncharacterized protein YALI1_B21675g [Yarrowia lipolytica]
OG0010482										XP_500984.3 uncharacterized protein YALI1_B21737g [Yarrowia lipolytica]
OG0010483										XP_500988.1 uncharacterized protein YALI1_B21816g [Yarrowia lipolytica]
OG0010484										XP_500992.3 uncharacterized protein YALI1_B21935g [Yarrowia lipolytica]
OG0010485										XP_501005.1 uncharacterized protein YALI1_B22372g [Yarrowia lipolytica]
OG0010486										XP_501018.3 uncharacterized protein YALI1_B22667g [Yarrowia lipolytica]
OG0010487										XP_501022.3 uncharacterized protein YALI1_B22747g [Yarrowia lipolytica]
OG0010488										XP_501042.3 uncharacterized protein YALI1_B23385g [Yarrowia lipolytica]
OG0010489										XP_501045.3 uncharacterized protein YALI1_B23467g [Yarrowia lipolytica]
OG0010490										XP_501047.3 uncharacterized protein YALI1_B23579g [Yarrowia lipolytica]
OG0010491										XP_501051.4 uncharacterized protein YALI1_B23794g [Yarrowia lipolytica]
OG0010492										XP_501055.4 uncharacterized protein YALI1_B23879g [Yarrowia lipolytica]
OG0010493										XP_501056.1 uncharacterized protein YALI1_B23933g [Yarrowia lipolytica]
OG0010494										XP_501068.1 uncharacterized protein YALI1_B24280g [Yarrowia lipolytica]
OG0010495										XP_501078.3 uncharacterized protein YALI1_B24654g [Yarrowia lipolytica]
OG0010496										XP_501080.3 uncharacterized protein YALI1_B24758g [Yarrowia lipolytica]
OG0010497										XP_501087.3 uncharacterized protein YALI1_B25087g [Yarrowia lipolytica]
OG0010498										XP_501089.1 uncharacterized protein YALI1_B25136g [Yarrowia lipolytica]
OG0010499										XP_501097.3 uncharacterized protein YALI1_B25484g [Yarrowia lipolytica]
OG0010500										XP_501109.3 uncharacterized protein YALI1_B25833g [Yarrowia lipolytica]
OG0010501										XP_501110.3 uncharacterized protein YALI1_B25868g [Yarrowia lipolytica]
OG0010502										XP_501114.3 uncharacterized protein YALI1_B25963g [Yarrowia lipolytica]
OG0010503										XP_501115.3 uncharacterized protein YALI1_B25988g [Yarrowia lipolytica]
OG0010504										XP_501121.3 uncharacterized protein YALI1_B26205g [Yarrowia lipolytica]
OG0010505										XP_501145.3 uncharacterized protein YALI1_B26984g [Yarrowia lipolytica]
OG0010506										XP_501152.3 uncharacterized protein YALI1_B27150g [Yarrowia lipolytica]
OG0010507										XP_501164.3 uncharacterized protein YALI1_B27460g [Yarrowia lipolytica]
OG0010508										XP_501174.1 uncharacterized protein YALI1_B27685g [Yarrowia lipolytica]
OG0010509										XP_501175.1 uncharacterized protein YALI1_B27689g [Yarrowia lipolytica]
OG0010510										XP_501180.1 uncharacterized protein YALI1_B27857g [Yarrowia lipolytica]
OG0010511										XP_501194.2 uncharacterized protein YALI1_B28374g [Yarrowia lipolytica]
OG0010512										XP_501198.3 uncharacterized protein YALI1_B28472g [Yarrowia lipolytica]
OG0010513										XP_501200.2 uncharacterized protein YALI1_B28511g [Yarrowia lipolytica]
OG0010514										XP_501204.1 uncharacterized protein YALI1_B28584g [Yarrowia lipolytica]
OG0010515										XP_501212.1 uncharacterized protein YALI1_B29037g [Yarrowia lipolytica]
OG0010516										XP_501221.1 uncharacterized protein YALI1_B29243g [Yarrowia lipolytica]
OG0010517										XP_501226.1 uncharacterized protein YALI1_B29483g [Yarrowia lipolytica]
OG0010518										XP_501235.3 uncharacterized protein YALI1_B29711g [Yarrowia lipolytica]
OG0010519										XP_501239.1 mitochondrial 37S ribosomal protein mS38 [Yarrowia lipolytica]
OG0010520										XP_501247.1 uncharacterized protein YALI1_B29941g [Yarrowia lipolytica]
OG0010521										XP_501267.2 uncharacterized protein YALI1_B30293g [Yarrowia lipolytica]
OG0010522										XP_501274.1 uncharacterized protein YALI1_C00209g [Yarrowia lipolytica]
OG0010523										XP_501278.1 uncharacterized protein YALI1_C00331g [Yarrowia lipolytica]
OG0010524										XP_501279.1 uncharacterized protein YALI1_C00335g [Yarrowia lipolytica]
OG0010525										XP_501283.1 uncharacterized protein YALI1_C00442g [Yarrowia lipolytica]
OG0010526										XP_501301.3 uncharacterized protein YALI1_C01072g [Yarrowia lipolytica]
OG0010527										XP_501304.1 uncharacterized protein YALI1_C01161g [Yarrowia lipolytica]
OG0010528										XP_501313.3 uncharacterized protein YALI1_C01491g [Yarrowia lipolytica]
OG0010529										XP_501317.2 uncharacterized protein YALI1_C01576g [Yarrowia lipolytica]
OG0010530										XP_501319.3 uncharacterized protein YALI1_C01675g [Yarrowia lipolytica]
OG0010531										XP_501335.1 uncharacterized protein YALI1_C02215g [Yarrowia lipolytica]
OG0010532										XP_501339.2 uncharacterized protein YALI1_C02441g [Yarrowia lipolytica]
OG0010533										XP_501340.1 uncharacterized protein YALI1_C02487g [Yarrowia lipolytica]
OG0010534										XP_501341.3 uncharacterized protein YALI1_C02521g [Yarrowia lipolytica]
OG0010535										XP_501344.3 uncharacterized protein YALI1_C02588g [Yarrowia lipolytica]
OG0010536										XP_501347.3 uncharacterized protein YALI1_C02639g [Yarrowia lipolytica]
OG0010537										XP_501348.3 uncharacterized protein YALI1_C02686g [Yarrowia lipolytica]
OG0010538										XP_501352.1 uncharacterized protein YALI1_C03036g [Yarrowia lipolytica]
OG0010539										XP_501353.4 uncharacterized protein YALI1_C03221g [Yarrowia lipolytica]
OG0010540										XP_501362.3 uncharacterized protein YALI1_C03513g [Yarrowia lipolytica]
OG0010541										XP_501367.1 uncharacterized protein YALI1_C03615g [Yarrowia lipolytica]
OG0010542										XP_501371.3 uncharacterized protein YALI1_C03842g [Yarrowia lipolytica]
OG0010543										XP_501374.3 uncharacterized protein YALI1_C03887g [Yarrowia lipolytica]
OG0010544										XP_501377.4 uncharacterized protein YALI1_C03939g [Yarrowia lipolytica]
OG0010545										XP_501378.3 uncharacterized protein YALI1_C03948g [Yarrowia lipolytica]
OG0010546										XP_501381.3 uncharacterized protein YALI1_C04031g [Yarrowia lipolytica]
OG0010547										XP_501386.4 uncharacterized protein YALI1_C04162g [Yarrowia lipolytica]
OG0010548										XP_501387.3 uncharacterized protein YALI1_C04201g [Yarrowia lipolytica]
OG0010549										XP_501396.3 uncharacterized protein YALI1_C04490g [Yarrowia lipolytica]
OG0010550										XP_501407.1 uncharacterized protein YALI1_C04818g [Yarrowia lipolytica]
OG0010551										XP_501414.2 uncharacterized protein YALI1_C05022g [Yarrowia lipolytica]
OG0010552										XP_501418.3 uncharacterized protein YALI1_C05178g [Yarrowia lipolytica]
OG0010553										XP_501419.3 uncharacterized protein YALI1_C05204g [Yarrowia lipolytica]
