Orthogroup	C_glabrata	S_cerevisiae
OG0004622	QNG15461.1 uncharacterized protein GWK60_K01485 [Nakaseomyces glabratus]	"YDL027C MRX9 SGDID_S000002185_ Chr IV from 404957-403695_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Mitochondrial inner membrane protein; high copy suppressor of ER stress-mediated cell death; overexpression increases O2 consumption_ impairs processing of COB and COX1 RNAs encoding mitochondrial oxidative phosphorylation factors_ and impacts the transition from fermentative to respiratory metabolism"""
OG0004623	QNG15657.1 uncharacterized protein GWK60_K05951 [Nakaseomyces glabratus]	"YLR267W BOP2 SGDID_S000004257_ Chr XII from 678212-679924_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Protein of unknown function"""
OG0004624	QNG15771.1 uncharacterized protein GWK60_K08547 [Nakaseomyces glabratus]	"YIR014W VLD1 SGDID_S000001453_ Chr IX from 381086-381814_ Genome Release 64-5-1_ Verified ORF_ ""Component of Dsc E3 ligase complex in vacuolar membranes; green fluorescent protein _GFP_-fusion protein localizes to the vacuole; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; YIR014W is a non-essential gene"""
OG0004625	QNG15880.1 uncharacterized protein GWK60_K11099 [Nakaseomyces glabratus]	"YDR249C YDR249C SGDID_S000002657_ Chr IV from 959802-958681_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function"""
OG0004626	QNG15896.1 uncharacterized protein GWK60_K11451 [Nakaseomyces glabratus]	"YDR022C ATG31 SGDID_S000002429_ Chr IV from 488662-488072_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Autophagy-specific protein required for autophagosome formation; forms a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure; constitutively phosphorylated_ and phosphorylation of residue S174 is required for function; high-copy suppressor of CIK1 deletion"""
OG0004627	QNG16150.1 uncharacterized protein GWK60_L04521 [Nakaseomyces glabratus]	"YBR036C CSG2 SGDID_S000000240_ Chr II from 310313-309081_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Calcium release channel involved in ER calcium homeostasis; integrates ER calcium release with the regulation of sphingolipid metabolism and autophagy; required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations; endoplasmic reticulum membrane protein; contains 10 transmembrane domains and a potential Ca2+ EF-hand motif; protein abundance increases in response to DNA replication stress"""
OG0004628	QNG16232.1 uncharacterized protein GWK60_L06435 [Nakaseomyces glabratus]	"YIL161W SMU2 SGDID_S000001423_ Chr IX from 39433-40140_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in removal of stalled ribosomes; acts as cofactor for Fap1p and Fpr1p in ubiquitination of stalled monosomes and subsequent degradation; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene"""
OG0004629	QNG16308.1 uncharacterized protein GWK60_L08195 [Nakaseomyces glabratus]	"YPL033C SRL4 SGDID_S000005954_ Chr XVI from 488207-487362_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p"""
OG0004630	QNG16397.1 uncharacterized protein GWK60_L10197 [Nakaseomyces glabratus]	"YMR052W FAR3 SGDID_S000004656_ Chr XIII from 379586-380200_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; involved in recovery from cell cycle arrest in response to pheromone_ in a Far1p-independent pathway; interacts with Far7p_ Far8p_ Far9p_ Far10p_ and Far11p; localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress"""
OG0004631	QNG16471.1 uncharacterized protein GWK60_L11869 [Nakaseomyces glabratus]	"YKR045C YKR045C SGDID_S000001753_ Chr XI from 523969-523418_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm"""
OG0004632	QNG16533.1 uncharacterized protein GWK60_L13255 [Nakaseomyces glabratus]	"YPR005C HAL1 SGDID_S000006209_ Chr XVI from 566671-565787_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cytoplasmic protein involved in halotolerance; decreases intracellular Na+ _via Ena1p_ and increases intracellular K+ by decreasing efflux; expression repressed by Ssn6p-Tup1p and Sko1p and induced by NaCl_ KCl_ and sorbitol through Gcn4p"""
OG0004633	QNG16786.1 uncharacterized protein GWK60_M01793 [Nakaseomyces glabratus]	"YBR076W ECM8 SGDID_S000000280_ Chr II from 390227-391291_ Genome Release 64-5-1_ Verified ORF_ ""Non-essential protein of unknown function"""
OG0004634	QNG16812.1 uncharacterized protein GWK60_M02365 [Nakaseomyces glabratus]	"YPL144W POC4 SGDID_S000006065_ Chr XVI from 280480-280926_ Genome Release 64-5-1_ Verified ORF_ ""Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins _UPRam_"""
OG0004635	QNG16936.1 uncharacterized protein GWK60_M05203 [Nakaseomyces glabratus]	"YBR194W AIM4 SGDID_S000000398_ Chr II from 610038-610409_ Genome Release 64-5-1_ Verified ORF_ ""Protein proposed to be associated with the nuclear pore complex; null mutant is viable_ displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress"""
OG0004636	QNG17033.1 OAZ1 [Nakaseomyces glabratus]	"YPL052W OAZ1 SGDID_S000005973_ Chr XVI from 458799-459005_459007-459678_ Genome Release 64-5-1_ Verified ORF_ ""Regulator of ornithine decarboxylase Spe1p; antizyme that binds to Spe1p to stimulate ubiquitin-independent degradation by the proteasome; binding of polyamines to nascent Oaz1p during translation stimulates +1 ribosomal frameshifting_ allowing translation of full-length Oaz1p"""
OG0004637	QNG17037.1 uncharacterized protein GWK60_M07469 [Nakaseomyces glabratus]	"YMR025W CSI1 SGDID_S000004627_ Chr XIII from 323300-324187_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the Cop9 signalosome; which is required for deneddylation_ or removal of the ubiquitin-like protein Rub1p from Cdc53p _cullin_; involved in adaptation to pheromone signaling; functional equivalent of canonical Csn6 subunit of the COP9 signalosome"""
OG0004638	QNG17088.1 uncharacterized protein GWK60_M08701 [Nakaseomyces glabratus]	"YDR261C EXG2 SGDID_S000002669_ Chr IV from 979209-977521_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Exo-1_3-beta-glucanase; involved in cell wall beta-glucan assembly; may be anchored to the plasma membrane via a glycosylphosphatidylinositol _GPI_ anchor"""
OG0004639	QNG17100.1 uncharacterized protein GWK60_M08987 [Nakaseomyces glabratus]	"YJR094C IME1 SGDID_S000003854_ Chr X from 605651-604569_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; regulator of meiotic commitment; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA"""
OG0004640	QNG17109.1 uncharacterized protein GWK60_M09207 [Nakaseomyces glabratus]	"YJR083C ACF4 SGDID_S000003843_ Chr X from 583537-582608_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate"""
OG0004641	QNG17210.1 uncharacterized protein GWK60_M11473 [Nakaseomyces glabratus]	"YLR102C APC9 SGDID_S000004092_ Chr XII from 343767-342970_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the Anaphase-Promoting Complex/Cyclosome _APC/C_; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors_ including mitotic cyclins_ during the metaphase/anaphase transition"""
OG0004642	QNG17284.1 uncharacterized protein GWK60_M13123 [Nakaseomyces glabratus]	"YKL063C YKL063C SGDID_S000001546_ Chr XI from 321518-321015_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the Golgi"""
OG0004893	QNG12404.1 uncharacterized protein GWK60_B02123 [Nakaseomyces glabratus]	"YML113W DAT1 SGDID_S000004581_ Chr XIII from 44045-44791_ Genome Release 64-5-1_ Verified ORF_ ""DNA binding protein that recognizes oligo_dA_.oligo_dT_ tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
OG0004894	QNG12595.1 MFA2 [Nakaseomyces glabratus]	"YNL145W MFA2 SGDID_S000005089_ Chr XIV from 352414-352530_ Genome Release 64-5-1_ Verified ORF_ ""Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification_ N-terminal proteolysis_ and export; also encoded by MFA1"", YDR461W MFA1 SGDID_S000002869_ Chr IV from 1385176-1385286_ Genome Release 64-5-1_ Verified ORF_ ""Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification_ N-terminal proteolysis_ and export; also encoded by MFA2"""
OG0004896	QNG12956.1 uncharacterized protein GWK60_D04587 [Nakaseomyces glabratus]	"YDR014W-A HED1 SGDID_S000113613_ Chr IV from 477797-478285_ Genome Release 64-5-1_ Verified ORF_ ""Meiosis-specific protein; down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; promotes synapsis and required for the normal morphogenesis of synaptonemal complex; prevents the recruitment of Rad54p to site-specific DNA double-strand breaks in vivo; early meiotic gene_ transcribed specifically during meiotic prophase"""
OG0004897	QNG13197.1 uncharacterized protein GWK60_E03443 [Nakaseomyces glabratus]	"YHL026C YHL026C SGDID_S000001018_ Chr VIII from 54166-53219_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery_ while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream _see Locus History_"""
OG0004898	QNG13356.1 uncharacterized protein GWK60_F00715 [Nakaseomyces glabratus]	"YOL047C LDS2 SGDID_S000005407_ Chr XV from 242441-241614_242747-242505_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds1p and Rrt8p_ and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm in a punctate pattern"""
OG0004899	QNG13445.1 CAD1 [Nakaseomyces glabratus]	"YDR423C CAD1 SGDID_S000002831_ Chr IV from 1319275-1318046_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""AP-1-like basic leucine zipper _bZIP_ transcriptional activator; involved in stress responses_ iron metabolism_ and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA; CAD1 has a paralog_ YAP1_ that arose from the whole genome duplication"""
OG0004900	QNG13617.1 uncharacterized protein GWK60_F06699 [Nakaseomyces glabratus]	"YGL121C GPG1 SGDID_S000003089_ Chr VII from 281157-280777_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Proposed gamma subunit of the heterotrimeric G protein; interacts with the receptor Gpr1p; involved in regulation of pseudohyphal growth; requires Gpb1p or Gpb2p to interact with Gpa2p; overproduction causes prion curing"""
OG0004901	QNG13773.1 uncharacterized protein GWK60_G01573 [Nakaseomyces glabratus]	"YPR106W ISR1 SGDID_S000006310_ Chr XVI from 740061-741392_ Genome Release 64-5-1_ Verified ORF_ ""Predicted protein kinase; negatively regulates the hexosamine biosynthetic pathway _HBP__ which converts fructose-6-phosphate into UDP-N-acetylglucosamine_ a precursor of chitin biosynthesis_ GPI-anchor formation and glycosylation; interacts genetically with GFA1_ encoding the first enzyme in the HBP; involved in Gfa1p phosphorylation _S332_ T334_; contains a Pho85p-regulated SCF-CDC4 phosphodegron; unstable_ cell cycle regulated protein_ peaking at G1/S"""
OG0004902	QNG13883.1 uncharacterized protein GWK60_G04037 [Nakaseomyces glabratus]	"YGR180C RNR4 SGDID_S000003412_ Chr VII from 856301-855264_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ribonucleotide-diphosphate reductase _RNR_ small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; relocalizes from nucleus to cytoplasm upon DNA replication stress; RNR4 has a paralog_ RNR2_ that arose from the whole genome duplication"""
OG0004903	QNG14071.1 uncharacterized protein GWK60_G08349 [Nakaseomyces glabratus]	"YIL122W POG1 SGDID_S000001384_ Chr IX from 130610-131665_ Genome Release 64-5-1_ Verified ORF_ ""DNA-binding transcriptional activator; involved in cell cycle regulation; overexpression promotes recovery from pheromone induced arrest via CLN1/2 transcription_ induction of of IME1 during sporulation_ and suppression of stress sensitivity resulting from mutation of the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; phosphorylated form may be ubiquitinated by Dma2p; potential Cdc28p substrate; regulated by Swi4/6 cell-cycle box binding factor _SBF_"""
OG0004904	QNG14264.1 uncharacterized protein GWK60_H02915 [Nakaseomyces glabratus]	"YGL090W LIF1 SGDID_S000003058_ Chr VII from 343319-344584_ Genome Release 64-5-1_ Verified ORF_ ""Component of the DNA ligase IV complex; this complex mediates nonhomologous end joining in DNA double-strand break repair; sumoylated by Siz1p and Nfi1p SUMO ligases on Lys301; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein"""
OG0004906	QNG15372.1 uncharacterized protein GWK60_J11253 [Nakaseomyces glabratus]	"YNL190W YNL190W SGDID_S000005134_ Chr XIV from 282395-283009_ Genome Release 64-5-1_ Verified ORF_ ""Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site"""
